"Duration","Start.date","End.date","Start.Station","End.Station","Bike.","Bike.Key"
"0h 5m 20s","5/12/2012 20:19","5/12/2012 20:24","14th & R St NW","10th & U St NW","W01190","Registered"
"0h 9m 9s","5/7/2012 18:26","5/7/2012 18:35","4th & M St SW","3rd & D St SE","W00134","Registered"
"0h 11m 55s","4/13/2012 22:20","4/13/2012 22:32","Park Rd & Holmead Pl NW","14th St & Spring Rd NW","W00157","Casual"
"0h 12m 9s","5/10/2012 18:12","5/10/2012 18:25","17th & Corcoran St NW","7th & T St NW","W00493","Registered"
"0h 8m 50s","4/17/2012 14:43","4/17/2012 14:52","Metro Center / 12th & G St NW","17th & K St NW / Farragut Square","W01211","Registered"
"0h 21m 55s","4/29/2012 15:46","4/29/2012 16:08","C & O Canal & Wisconsin Ave NW","10th & U St NW","W01452","Registered"
"0h 4m 23s","4/27/2012 8:07","4/27/2012 8:12","18th & M St NW","Massachusetts Ave & Dupont Circle NW","W00458","Registered"
"0h 31m 53s","5/6/2012 10:27","5/6/2012 10:59","20th St & Florida Ave NW","14th & D St NW / Ronald Reagan Building","W01405","Casual"
"0h 8m 6s","4/6/2012 19:27","4/6/2012 19:35","20th & E St NW","Massachusetts Ave & Dupont Circle NW","W01271","Registered"
"0h 11m 28s","6/5/2012 9:52","6/5/2012 10:03","7th & F St NW / National Portrait Gallery","Maryland & Independence Ave SW","W00106","Casual"
"1h 7m 28s","4/29/2012 14:43","4/29/2012 15:50","10th St & Constitution Ave NW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00594","Casual"
"0h 2m 56s","6/1/2012 15:05","6/1/2012 15:08","Calvert St & Woodley Pl NW","Adams Mill & Columbia Rd NW","W20026","Registered"
"0h 16m 11s","6/20/2012 20:52","6/20/2012 21:08","1st & N ST SE","4th & East Capitol St NE","W01395","Casual"
"0h 15m 18s","6/24/2012 9:54","6/24/2012 10:09","Columbus Circle / Union Station","Maryland & Independence Ave SW","W00006","Casual"
"0h 3m 27s","5/25/2012 21:00","5/25/2012 21:04","3rd & D St SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00258","Registered"
"0h 0m 12s","5/9/2012 22:35","5/9/2012 22:36","14th & V St NW","14th & V St NW","W00304","Registered"
"1h 20m 50s","4/7/2012 11:50","4/7/2012 13:11","Lynn & 19th St North","S Glebe & Potomac Ave","W00980","Casual"
"0h 6m 50s","6/21/2012 20:06","6/21/2012 20:13","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Columbus Circle / Union Station","W01175","Registered"
"0h 9m 41s","5/22/2012 17:10","5/22/2012 17:20","14th & Harvard St NW","Columbia Rd & Belmont St NW","W01439","Registered"
"0h 14m 12s","5/4/2012 18:10","5/4/2012 18:24","Metro Center / 12th & G St NW","Eastern Market / 7th & North Carolina Ave SE","W00657","Registered"
"0h 3m 11s","6/21/2012 7:57","6/21/2012 8:00","21st & I St NW","US Dept of State / Virginia Ave & 21st St NW","W20173","Registered"
"0h 16m 16s","4/13/2012 11:23","4/13/2012 11:39","4th St & Massachusetts Ave NW","21st & I St NW","W01466","Casual"
"0h 9m 46s","4/24/2012 12:10","4/24/2012 12:19","North Capitol St & F St NW","1st & M St NE","W01259","Registered"
"0h 18m 4s","6/20/2012 12:38","6/20/2012 12:56","New York Ave & 15th St NW","4th & East Capitol St NE","W01171","Registered"
"0h 17m 10s","5/13/2012 17:52","5/13/2012 18:09","14th & Harvard St NW","14th & Harvard St NW","W00139","Registered"
"0h 3m 10s","5/7/2012 19:57","5/7/2012 20:00","Wilson Blvd & N Edgewood St","N Veitch & Key Blvd","W01109","Registered"
"0h 19m 30s","6/13/2012 6:42","6/13/2012 7:01","Tenleytown / Wisconsin Ave & Albemarle St NW","21st & M St NW","W00101","Registered"
"0h 15m 59s","4/7/2012 7:14","4/7/2012 7:30","21st & I St NW","1st & M St NE","W00638","Casual"
"0h 10m 30s","4/5/2012 23:54","4/6/2012 0:04","7th & T St NW","Eckington Pl & Q St NE","W00932","Registered"
"0h 23m 24s","6/17/2012 12:32","6/17/2012 12:55","Clarendon Blvd & N Fillmore St","C & O Canal & Wisconsin Ave NW","W00044","Casual"
"0h 1m 7s","5/16/2012 7:09","5/16/2012 7:10","17th & Corcoran St NW","17th & Corcoran St NW","W20082","Registered"
"0h 7m 43s","5/5/2012 14:47","5/5/2012 14:55","7th & T St NW","Thomas Circle","W00559","Registered"
"0h 23m 26s","5/11/2012 17:39","5/11/2012 18:02","USDA / 12th & Independence Ave SW","20th & Crystal Dr","W20048","Registered"
"0h 11m 40s","6/12/2012 6:46","6/12/2012 6:57","1st & Rhode Island Ave NW","13th St & New York Ave NW","W00648","Registered"
"0h 18m 3s","6/24/2012 18:05","6/24/2012 18:23","C & O Canal & Wisconsin Ave NW","Massachusetts Ave & Dupont Circle NW","W01177","Casual"
"0h 38m 58s","4/15/2012 15:28","4/15/2012 16:07","Eastern Market / 7th & North Carolina Ave SE","10th St & Constitution Ave NW","W00007","Casual"
"0h 17m 29s","4/10/2012 21:00","4/10/2012 21:18","North Capitol St & F St NW","7th & T St NW","W00345","Registered"
"0h 3m 9s","4/16/2012 19:58","4/16/2012 20:01","18th & Bell St","23rd & Crystal Dr","W00375","Registered"
"0h 9m 56s","5/7/2012 18:54","5/7/2012 19:04","17th & K St NW / Farragut Square","Convention Center / 7th & M St NW","W00646","Registered"
"0h 6m 5s","6/10/2012 17:32","6/10/2012 17:38","14th & D St SE","8th & Eye St SE / Barracks Row","W00138","Registered"
"0h 8m 57s","6/27/2012 19:04","6/27/2012 19:13","Massachusetts Ave & Dupont Circle NW","5th St & K St NW","W20169","Registered"
"0h 5m 30s","6/29/2012 12:28","6/29/2012 12:34","US Dept of State / Virginia Ave & 21st St NW","21st & M St NW","W00055","Registered"
"1h 56m 10s","6/14/2012 14:12","6/14/2012 16:08","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","21st & I St NW","W00806","Casual"
"0h 2m 34s","6/8/2012 16:42","6/8/2012 16:44","Connecticut Ave & Newark St NW / Cleveland Park","3000 Connecticut Ave NW / National Zoo","W00416","Registered"
"0h 8m 0s","4/4/2012 8:22","4/4/2012 8:30","13th & D St NE","3rd & D St SE","W00064","Registered"
"0h 14m 24s","5/10/2012 18:02","5/10/2012 18:17","Columbus Circle / Union Station","13th St & New York Ave NW","W01427","Registered"
"0h 3m 34s","6/18/2012 19:25","6/18/2012 19:28","Potomac & Pennsylvania Ave SE","8th & Eye St SE / Barracks Row","W00558","Registered"
"0h 6m 13s","4/10/2012 12:02","4/10/2012 12:08","1st & K St SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00579","Registered"
"0h 10m 18s","6/8/2012 7:30","6/8/2012 7:40","Lincoln Park / 13th & East Capitol St NE ","Lincoln Park / 13th & East Capitol St NE ","W01482","Registered"
"0h 4m 32s","6/29/2012 18:06","6/29/2012 18:11","Eastern Market Metro / Pennsylvania Ave & 7th St SE","Lincoln Park / 13th & East Capitol St NE ","W00301","Registered"
"0h 39m 40s","6/28/2012 12:34","6/28/2012 13:14","Convention Center / 7th & M St NW","Metro Center / 12th & G St NW","W00575","Registered"
"0h 52m 51s","5/11/2012 19:13","5/11/2012 20:06","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","M St & Pennsylvania Ave NW","W20152","Casual"
"0h 11m 29s","5/6/2012 11:12","5/6/2012 11:24","7th & T St NW","14th & V St NW","W01422","Registered"
"0h 26m 51s","4/29/2012 13:55","4/29/2012 14:22","Convention Center / 7th & M St NW","34th St & Wisconsin Ave NW","W20066","Casual"
"0h 17m 0s","4/9/2012 13:10","4/9/2012 13:27","3rd & H St NE","USDA / 12th & Independence Ave SW","W01390","Registered"
"0h 5m 57s","5/2/2012 20:51","5/2/2012 20:57","New Hampshire Ave & T St NW [formerly 16th & U St NW]","Thomas Circle","W01329","Registered"
"0h 20m 5s","4/5/2012 10:34","4/5/2012 10:54","20th & E St NW","Columbus Circle / Union Station","W01337","Registered"
"5h 41m 5s","5/19/2012 17:01","5/19/2012 22:42","10th St & Constitution Ave NW","20th St & Florida Ave NW","W00909","Casual"
"0h 54m 24s","4/30/2012 17:41","4/30/2012 18:35","Jefferson Dr & 14th St SW","7th & F St NW / National Portrait Gallery","W00100","Casual"
"0h 18m 32s","5/6/2012 21:20","5/6/2012 21:39","Park Rd & Holmead Pl NW","7th & T St NW","W01242","Registered"
"0h 12m 46s","5/15/2012 20:44","5/15/2012 20:57","17th & Corcoran St NW","7th & R St NW / Shaw Library","W00385","Registered"
"0h 9m 15s","4/30/2012 18:36","4/30/2012 18:45","Massachusetts Ave & Dupont Circle NW","15th & P St NW","W20107","Registered"
"0h 12m 1s","5/3/2012 2:14","5/3/2012 2:26","1st & Rhode Island Ave NW","19th St & Pennsylvania Ave NW","W01218","Registered"
"0h 17m 42s","5/19/2012 16:40","5/19/2012 16:58","15th & N Scott St","15th & N Scott St","W01412","Casual"
"0h 19m 19s","4/16/2012 8:27","4/16/2012 8:47","20th St & Florida Ave NW","North Capitol St & F St NW","W00800","Registered"
"0h 18m 52s","5/19/2012 12:22","5/19/2012 12:41","10th & U St NW","4th & D St NW / Judiciary Square","W20152","Registered"
"0h 3m 35s","6/17/2012 12:46","6/17/2012 12:50","Potomac & Pennsylvania Ave SE","8th & Eye St SE / Barracks Row","W01015","Registered"
"0h 3m 14s","6/18/2012 10:23","6/18/2012 10:26","Lincoln Park / 13th & East Capitol St NE ","Eastern Market / 7th & North Carolina Ave SE","W01467","Registered"
"0h 7m 30s","6/22/2012 7:42","6/22/2012 7:50","19th & East Capitol St SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01166","Registered"
"0h 21m 57s","5/27/2012 17:36","5/27/2012 17:58","Georgetown Harbor / 30th St NW","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W20157","Casual"
"0h 3m 38s","6/6/2012 16:36","6/6/2012 16:40","Eastern Market / 7th & North Carolina Ave SE","3rd & D St SE","W00069","Registered"
"0h 2m 35s","5/29/2012 8:37","5/29/2012 8:40","Eastern Market Metro / Pennsylvania Ave & 7th St SE","8th & Eye St SE / Barracks Row","W00637","Registered"
"0h 51m 35s","6/19/2012 17:25","6/19/2012 18:16","Harvard St & Adams Mill Rd NW","Metro Center / 12th & G St NW","W01290","Registered"
"0h 1m 27s","6/14/2012 21:49","6/14/2012 21:50","Convention Center / 7th & M St NW","Convention Center / 7th & M St NW","W01337","Registered"
"0h 1m 52s","6/21/2012 7:58","6/21/2012 8:00","17th & Rhode Island Ave NW","17th & K St NW [formerly 17th & L St NW]","W00733","Registered"
"0h 1m 59s","4/1/2012 20:18","4/1/2012 20:20","Adams Mill & Columbia Rd NW","Calvert St & Woodley Pl NW","W00587","Registered"
"0h 24m 25s","6/4/2012 16:37","6/4/2012 17:01","14th & D St SE","3rd & G St SE","W01291","Registered"
"0h 3m 46s","6/15/2012 7:18","6/15/2012 7:21","Calvert St & Woodley Pl NW","Columbia Rd & Belmont St NW","W00092","Registered"
"0h 8m 3s","6/2/2012 11:19","6/2/2012 11:27","15th St & Massachusetts Ave SE","D St & Maryland Ave NE","W00334","Registered"
"0h 21m 53s","6/27/2012 10:20","6/27/2012 10:41","20th St & Florida Ave NW","Maryland & Independence Ave SW","W00555","Registered"
"0h 8m 28s","4/25/2012 19:52","4/25/2012 20:00","21st & M St NW","Metro Center / 12th & G St NW","W00836","Registered"
"0h 9m 52s","4/29/2012 22:57","4/29/2012 23:07","4th & East Capitol St NE","4th St & Massachusetts Ave NW","W01060","Registered"
"1h 11m 42s","6/10/2012 15:22","6/10/2012 16:33","Jefferson Memorial","Columbus Circle / Union Station","W01440","Casual"
"0h 19m 13s","5/8/2012 14:32","5/8/2012 14:51","14th & G St NW","Maryland & Independence Ave SW","W01154","Casual"
"0h 17m 5s","5/23/2012 21:27","5/23/2012 21:44","Ward Circle / American University","Tenleytown / Wisconsin Ave & Albemarle St NW","W00757","Registered"
"0h 13m 19s","5/1/2012 18:33","5/1/2012 18:46","USDA / 12th & Independence Ave SW","15th & P St NW","W01234","Registered"
"0h 29m 22s","5/20/2012 14:45","5/20/2012 15:15","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W01107","Casual"
"0h 23m 40s","5/2/2012 8:35","5/2/2012 8:59","11th & Kenyon St NW","4th & E St SW","W00088","Registered"
"0h 4m 26s","5/14/2012 23:24","5/14/2012 23:29","Park Rd & Holmead Pl NW","Georgia & New Hampshire Ave NW","W00573","Registered"
"1h 1m 16s","4/13/2012 23:01","4/14/2012 0:03","Thomas Circle","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00194","Casual"
"0h 23m 10s","6/28/2012 6:39","6/28/2012 7:02","7th & T St NW","Lynn & 19th St North","W01190","Registered"
"0h 8m 16s","5/18/2012 23:03","5/18/2012 23:11","Columbus Circle / Union Station","3rd & D St SE","W01126","Registered"
"0h 7m 10s","6/26/2012 12:04","6/26/2012 12:12","M St & New Jersey Ave SE","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01371","Registered"
"0h 5m 30s","4/29/2012 15:03","4/29/2012 15:09","9th & Upshur St NW","14th St & Spring Rd NW","W00167","Registered"
"0h 5m 7s","6/16/2012 23:03","6/16/2012 23:08","20th St & Florida Ave NW","Columbia Rd & Belmont St NW","W20147","Registered"
"0h 10m 32s","4/20/2012 18:31","4/20/2012 18:41","7th & R St NW / Shaw Library","California St & Florida Ave NW","W01358","Registered"
"2h 40m 12s","5/20/2012 9:44","5/20/2012 12:24","14th & D St NW / Ronald Reagan Building","C & O Canal & Wisconsin Ave NW","W00688","Casual"
"0h 6m 12s","6/13/2012 20:48","6/13/2012 20:54","Lincoln Park / 13th & East Capitol St NE ","3rd & D St SE","W20106","Registered"
"0h 9m 31s","5/23/2012 19:22","5/23/2012 19:32","McPherson Square - 14th & H St NW","18th St & Pennsylvania Ave NW","W00019","Registered"
"0h 6m 17s","6/12/2012 16:39","6/12/2012 16:46","Maryland & Independence Ave SW","8th & H St NW","W00440","Registered"
"0h 7m 19s","6/29/2012 16:38","6/29/2012 16:45","Good Hope Rd & MLK Ave SE","Anacostia Metro","W01239","Registered"
"0h 6m 5s","6/6/2012 21:47","6/6/2012 21:53","14th & Rhode Island Ave NW","Massachusetts Ave & Dupont Circle NW","W00588","Registered"
"0h 1m 58s","6/28/2012 8:51","6/28/2012 8:53","18th & Hayes St","18th & Bell St","W00969","Registered"
"0h 21m 29s","5/1/2012 17:07","5/1/2012 17:28","7th & T St NW","21st & I St NW","W00452","Casual"
"0h 7m 47s","4/14/2012 11:50","4/14/2012 11:58","19th & L St NW","21st & I St NW","W00317","Registered"
"0h 3m 19s","5/26/2012 13:06","5/26/2012 13:09","Adams Mill & Columbia Rd NW","Calvert St & Woodley Pl NW","W20094","Registered"
"0h 17m 34s","4/25/2012 17:19","4/25/2012 17:36","7th & F St NW / National Portrait Gallery","Columbia Rd & Georgia Ave NW","W00167","Registered"
"0h 3m 32s","5/23/2012 9:09","5/23/2012 9:13","Florida Ave & R St NW","7th & R St NW / Shaw Library","W00455","Registered"
"0h 13m 5s","5/17/2012 7:21","5/17/2012 7:35","14th & D St SE","Columbus Circle / Union Station","W01483","Registered"
"0h 0m 28s","4/28/2012 14:04","4/28/2012 14:04","Adams Mill & Columbia Rd NW","Adams Mill & Columbia Rd NW","W00899","Registered"
"0h 13m 1s","6/23/2012 21:00","6/23/2012 21:13","Potomac & Pennsylvania Ave SE","13th & H St NE","W00814","Registered"
"0h 4m 44s","4/13/2012 9:14","4/13/2012 9:19","New Hampshire Ave & T St NW [formerly 16th & U St NW]","Massachusetts Ave & Dupont Circle NW","W20055","Registered"
"0h 4m 53s","4/13/2012 19:28","4/13/2012 19:32","Lincoln Park / 13th & East Capitol St NE ","Eastern Market Metro / Pennsylvania Ave & 7th St SE","W00450","Registered"
"0h 7m 9s","6/13/2012 22:57","6/13/2012 23:04","14th & Rhode Island Ave NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W01249","Registered"
"0h 12m 20s","4/10/2012 17:42","4/10/2012 17:55","34th St & Wisconsin Ave NW","Massachusetts Ave & Dupont Circle NW","W00097","Registered"
"0h 38m 28s","4/3/2012 12:37","4/3/2012 13:15","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","14th & D St NW / Ronald Reagan Building","W00640","Casual"
"0h 31m 48s","6/30/2012 10:37","6/30/2012 11:09","Idaho Ave & Newark St NW [on 2nd District patio]","M St & Pennsylvania Ave NW","W01434","Casual"
"0h 6m 54s","4/9/2012 18:45","4/9/2012 18:52","18th St & Pennsylvania Ave NW","15th & P St NW","W00502","Registered"
"0h 6m 55s","5/23/2012 12:58","5/23/2012 13:05","17th & Rhode Island Ave NW","McPherson Square - 14th & H St NW","W01292","Registered"
"0h 8m 47s","6/6/2012 19:53","6/6/2012 20:02","11th & Kenyon St NW","Calvert St & Woodley Pl NW","W00352","Registered"
"0h 11m 48s","4/14/2012 15:44","4/14/2012 15:56","Georgia Ave and Fairmont St NW","7th & F St NW / National Portrait Gallery","W00500","Registered"
"0h 0m 27s","4/19/2012 17:36","4/19/2012 17:37","Lynn & 19th St North","Lynn & 19th St North","W01060","Registered"
"0h 7m 7s","4/13/2012 18:55","4/13/2012 19:02","Harvard St & Adams Mill Rd NW","20th St & Florida Ave NW","W00079","Casual"
"0h 9m 39s","4/6/2012 13:08","4/6/2012 13:18","15th & P St NW","10th & U St NW","W00388","Registered"
"0h 5m 45s","5/20/2012 16:43","5/20/2012 16:48","6th & H St NE","13th & H St NE","W00165","Registered"
"0h 7m 12s","5/25/2012 18:15","5/25/2012 18:22","4th St & Massachusetts Ave NW","3rd & H St NE","W01219","Registered"
"0h 21m 17s","6/20/2012 20:05","6/20/2012 20:26","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","Ohio Dr & West Basin Dr SW / MLK & FDR Memorials","W00542","Casual"
"0h 12m 48s","4/3/2012 8:07","4/3/2012 8:20","Adams Mill & Columbia Rd NW","18th St & Pennsylvania Ave NW","W01292","Registered"
"0h 9m 48s","6/28/2012 18:59","6/28/2012 19:09","10th & U St NW","Thomas Circle","W00667","Casual"
"0h 25m 19s","4/19/2012 8:47","4/19/2012 9:12","Georgia & New Hampshire Ave NW","21st & I St NW","W01461","Registered"
"0h 7m 55s","5/15/2012 17:48","5/15/2012 17:56","Massachusetts Ave & Dupont Circle NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W00698","Registered"
"0h 23m 31s","4/7/2012 9:07","4/7/2012 9:30","Thomas Circle","Maryland & Independence Ave SW","W00596","Casual"
"0h 32m 35s","6/15/2012 17:44","6/15/2012 18:16","C & O Canal & Wisconsin Ave NW","Central Library / N Quincy St & 10th St N","W01310","Casual"
"0h 23m 19s","5/25/2012 18:11","5/25/2012 18:34","13th & H St NE","Maryland & Independence Ave SW","W00705","Casual"
"0h 3m 39s","6/29/2012 0:38","6/29/2012 0:42","21st & I St NW","25th St & Pennsylvania Ave NW","W00928","Casual"
"0h 5m 7s","4/6/2012 8:36","4/6/2012 8:41","McPherson Square - 14th & H St NW","19th St & Pennsylvania Ave NW","W00306","Registered"
"0h 24m 3s","5/11/2012 8:46","5/11/2012 9:10","Calvert St & Woodley Pl NW","Metro Center / 12th & G St NW","W01154","Registered"
"0h 5m 48s","6/13/2012 8:07","6/13/2012 8:13","10th & U St NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W00277","Registered"
"0h 18m 22s","4/5/2012 17:18","4/5/2012 17:37","Kennedy Center","39th & Calvert St NW / Stoddert","W00626","Registered"
"0h 30m 58s","6/30/2012 19:07","6/30/2012 19:38","3000 Connecticut Ave NW / National Zoo","Adams Mill & Columbia Rd NW","W00669","Registered"
"0h 32m 25s","5/20/2012 17:06","5/20/2012 17:38","N Randolph St & Fairfax Dr","Ballston Metro / N Stuart & 9th St N","W01288","Casual"
"0h 28m 27s","6/9/2012 21:40","6/9/2012 22:09","5th & F St NW","19th St & Constitution Ave NW","W01203","Casual"
"0h 10m 14s","6/15/2012 13:23","6/15/2012 13:33","14th & G St NW","Smithsonian / Jefferson Dr & 12th St SW","W00880","Casual"
"0h 3m 59s","5/22/2012 18:03","5/22/2012 18:07","18th & Hayes St","20th & Crystal Dr","W01428","Registered"
"0h 17m 49s","4/21/2012 18:22","4/21/2012 18:39","S Glebe & Potomac Ave","15th & Hayes St","W00506","Casual"
"0h 17m 13s","5/8/2012 22:02","5/8/2012 22:19","15th & P St NW","8th & H St NW","W20121","Registered"
"2h 27m 41s","6/8/2012 19:59","6/8/2012 22:27","Jefferson Dr & 14th St SW","17th & K St NW / Farragut Square","W00879","Casual"
"0h 12m 6s","6/7/2012 17:33","6/7/2012 17:45","19th St & Constitution Ave NW","Columbus Circle / Union Station","W00088","Registered"
"0h 14m 56s","5/29/2012 18:03","5/29/2012 18:18","Metro Center / 12th & G St NW","Columbia Rd & Belmont St NW","W00916","Registered"
"0h 24m 23s","5/13/2012 10:27","5/13/2012 10:51","Convention Center / 7th & M St NW","Calvert St & Woodley Pl NW","W01388","Registered"
"0h 6m 44s","6/4/2012 17:58","6/4/2012 18:04","7th & R St NW / Shaw Library","1st & Rhode Island Ave NW","W00811","Registered"
"0h 12m 59s","5/9/2012 21:59","5/9/2012 22:12","17th & Corcoran St NW","8th & H St NW","W00493","Registered"
"0h 5m 4s","5/5/2012 13:23","5/5/2012 13:28","16th & Harvard St NW","Calvert St & Woodley Pl NW","W01276","Registered"
"0h 22m 27s","5/24/2012 17:14","5/24/2012 17:37","37th & O St NW / Georgetown University","10th & U St NW","W00825","Casual"
"0h 22m 42s","6/16/2012 9:17","6/16/2012 9:39","15th & P St NW","M St & New Jersey Ave SE","W00263","Registered"
"0h 12m 48s","4/18/2012 10:00","4/18/2012 10:13","20th & O St NW / Dupont South","4th St & Massachusetts Ave NW","W00333","Casual"
"0h 7m 18s","6/14/2012 14:16","6/14/2012 14:23","Metro Center / 12th & G St NW","North Capitol St & F St NW","W00572","Registered"
"0h 7m 15s","6/10/2012 11:45","6/10/2012 11:53","Massachusetts Ave & Dupont Circle NW","New Hampshire Ave & T St NW [formerly 16th & U St NW]","W20165","Registered"
"0h 6m 41s","6/5/2012 8:40","6/5/2012 8:47","Massachusetts Ave & Dupont Circle NW","Georgetown Harbor / 30th St NW","W01327","Registered"
"0h 7m 18s","4/11/2012 17:42","4/11/2012 17:49","18th St & Pennsylvania Ave NW","Thomas Circle","W01226","Registered"
"0h 12m 7s","6/6/2012 8:44","6/6/2012 8:56","Columbia Rd & Georgia Ave NW","Eckington Pl & Q St NE","W01006","Registered"
"0h 31m 22s","5/29/2012 14:01","5/29/2012 14:33","19th St & Constitution Ave NW","10th St & Constitution Ave NW","W00091","Casual"
"0h 7m 32s","5/16/2012 9:02","5/16/2012 9:09","Thomas Circle","10th St & Constitution Ave NW","W01203","Registered"
"0h 6m 1s","5/4/2012 18:49","5/4/2012 18:55","Washington Blvd & 7th St N","Wilson Blvd & N Edgewood St","W00885","Registered"
"0h 5m 5s","4/18/2012 15:45","4/18/2012 15:50","Court House Metro / Wilson Blvd & N Uhle St","Clarendon Metro / Wilson Blvd & N Highland St","W00905","Registered"
"0h 14m 49s","4/3/2012 17:33","4/3/2012 17:48","10th St & Constitution Ave NW","7th & T St NW","W00325","Registered"
"0h 15m 28s","4/27/2012 8:32","4/27/2012 8:48","D St & Maryland Ave NE","4th St & Massachusetts Ave NW","W00042","Registered"
"0h 17m 24s","5/5/2012 18:33","5/5/2012 18:50","C & O Canal & Wisconsin Ave NW","Rosslyn Metro / Wilson Blvd & Ft Myer Dr","W01128","Casual"
"0h 23m 20s","5/1/2012 18:36","5/1/2012 18:59","8th & Eye St SE / Barracks Row","15th & P St NW","W00805","Registered"
"1h 12m 57s","6/17/2012 9:42","6/17/2012 10:55","14th & V St NW","14th & V St NW","W01244","Casual"
"0h 6m 53s","4/20/2012 7:55","4/20/2012 8:02","4th & East Capitol St NE","Maryland & Independence Ave SW","W01404","Registered"
"2h 23m 18s","5/26/2012 12:29","5/26/2012 14:52","Washington Blvd & 10th St N","Wilson Blvd & Franklin Rd","W20136","Casual"
"0h 11m 30s","4/3/2012 10:24","4/3/2012 10:36","4th & D St NW / Judiciary Square","10th St & Constitution Ave NW","W00137","Casual"
"0h 18m 47s","6/24/2012 10:10","6/24/2012 10:29","Lincoln Park / 13th & East Capitol St NE ","US Dept of State / Virginia Ave & 21st St NW","W00342","Registered"
"0h 33m 56s","5/25/2012 15:43","5/25/2012 16:17","11th & Kenyon St NW","Van Ness Metro / UDC","W00020","Registered"
"0h 58m 23s","6/24/2012 8:33","6/24/2012 9:32","13th St & New York Ave NW","Metro Center / 12th & G St NW","W00854","Casual"
"0h 14m 38s","5/15/2012 18:24","5/15/2012 18:38","17th & Rhode Island Ave NW","14th & Harvard St NW","W00711","Registered"
"0h 53m 32s","5/11/2012 12:33","5/11/2012 13:26","Smithsonian / Jefferson Dr & 12th St SW","C & O Canal & Wisconsin Ave NW","W00451","Casual"
"0h 11m 47s","5/29/2012 6:27","5/29/2012 6:39","North Capitol St & F St NW","USDA / 12th & Independence Ave SW","W20124","Registered"
"0h 37m 45s","4/16/2012 13:12","4/16/2012 13:50","3000 Connecticut Ave NW / National Zoo","10th St & Constitution Ave NW","W00872","Casual"
"0h 30m 45s","4/1/2012 17:11","4/1/2012 17:42","Georgetown Harbor / 30th St NW","C & O Canal & Wisconsin Ave NW","W00677","Registered"
"0h 28m 30s","6/28/2012 11:28","6/28/2012 11:56","Ballston Metro / N Stuart & 9th St N","37th & O St NW / Georgetown University","W00991","Registered"
"0h 6m 2s","5/7/2012 21:19","5/7/2012 21:25","Tenleytown / Wisconsin Ave & Albemarle St NW","Idaho Ave & Newark St NW [on 2nd District patio]","W01228","Registered"
"0h 16m 40s","4/21/2012 1:12","4/21/2012 1:29","25th St & Pennsylvania Ave NW","Adams Mill & Columbia Rd NW","W00221","Registered"
"0h 23m 10s","4/1/2012 17:38","4/1/2012 18:01","Clarendon Blvd & Pierce St","Central Library / N Quincy St & 10th St N","W00339","Registered"
"0h 5m 29s","4/16/2012 19:42","4/16/2012 19:47","15th & Crystal Dr","27th & Crystal Dr","W00566","Registered"
"0h 8m 18s","6/25/2012 6:49","6/25/2012 6:57","L'Enfant Plaza / 7th & C St SW","M St & New Jersey Ave SE","W00819","Registered"
"0h 10m 10s","5/9/2012 17:27","5/9/2012 17:38","Columbus Circle / Union Station","3rd & D St SE","W01026","Registered"
"0h 5m 11s","4/1/2012 12:08","4/1/2012 12:13","14th & V St NW","20th St & Florida Ave NW","W01286","Registered"
"0h 11m 8s","4/12/2012 20:33","4/12/2012 20:44","Maryland & Independence Ave SW","Smithsonian / Jefferson Dr & 12th St SW","W00880","Casual"
"0h 6m 25s","5/27/2012 22:27","5/27/2012 22:33","New Hampshire Ave & T St NW [formerly 16th & U St NW]","7th & R St NW / Shaw Library","W01004","Registered"
"0h 18m 34s","6/7/2012 8:16","6/7/2012 8:34","Calvert St & Woodley Pl NW","Metro Center / 12th & G St NW","W00042","Registered"
"0h 8m 16s","5/21/2012 20:35","5/21/2012 20:43","3rd & D St SE","3rd & H St NE","W00146","Registered"
"0h 11m 49s","6/16/2012 14:24","6/16/2012 14:36","19th St & Constitution Ave NW","19th St & Constitution Ave NW","W20041","Casual"
"0h 11m 13s","5/18/2012 18:03","5/18/2012 18:14","14th & G St NW","M St & Pennsylvania Ave NW","W00243","Registered"
"0h 13m 21s","5/15/2012 19:17","5/15/2012 19:30","California St & Florida Ave NW","Convention Center / 7th & M St NW","W01209","Registered"
