"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 10min. 8sec.","11/12/2010 15:52","11/12/2010 16:02","19th & East Capitol St SE (31601)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00731","Registered"
"0h 11min. 43sec.","10/20/2010 9:00","10/20/2010 9:12","20th & E St NW (31204)","10th St & Constitution Ave NW (31219)","W00222","Registered"
"0h 2min. 59sec.","10/15/2010 21:42","10/15/2010 21:45","8th & H St NW (31228)","5th St & K St NW (31600)","W01077","Casual"
"0h 11min. 49sec.","10/25/2010 13:02","10/25/2010 13:14","1st & M St NE (31603)","5th & F St NW (31620)","W00117","Registered"
"1h 5min. 42sec.","10/26/2010 20:43","10/26/2010 21:49","21st & I St NW (31205)","21st & I St NW (31205)","W01050","Casual"
"0h 12min. 25sec.","11/10/2010 18:47","11/10/2010 19:00","New York Ave & 15th St NW (31222)","7th & T St NW (31109)","W00332","Registered"
"0h 5min. 40sec.","11/6/2010 20:29","11/6/2010 20:35","14th & Harvard St NW (31105)","10th & U St NW (31111)","W00149","Registered"
"0h 52min. 10sec.","11/21/2010 12:55","11/21/2010 13:47","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","USDA / 12th & Independence Ave SW (31217)","W00149","Casual"
"0h 6min. 52sec.","11/2/2010 22:28","11/2/2010 22:35","Columbus Circle / Union Station (31623)","13th & D St NE (31622)","W00092","Registered"
"1h 52min. 26sec.","10/30/2010 16:20","10/30/2010 18:12","C & O Canal & Wisconsin Ave NW (31225)","34th St & Wisconsin Ave NW (31226)","W00289","Casual"
"0h 13min. 4sec.","11/19/2010 9:03","11/19/2010 9:16","Park Rd & Holmead Pl NW (31602)","Massachusetts Ave & Dupont Circle NW (31200)","W00376","Registered"
"0h 4min. 43sec.","11/28/2010 13:50","11/28/2010 13:55","Lincoln Park / 13th & East Capitol St NE  (31619)","Eastern Market / 7th & North Carolina Ave SE (31610)","W00966","Registered"
"0h 6min. 44sec.","11/20/2010 3:04","11/20/2010 3:11","Connecticut Ave & Newark St NW / Cleveland Park (31305)","Van Ness Metro / UDC (31300)","W00856","Casual"
"31h 10min. 2sec.","11/28/2010 8:46","11/29/2010 15:56","14th & Rhode Island Ave NW (31203)","14th & Rhode Island Ave NW (31203)","W00850","Casual"
"0h 6min. 2sec.","11/5/2010 8:53","11/5/2010 8:59","4th St & Massachusetts Ave NW (31604)","13th St & New York Ave NW (31227)","W00956","Registered"
"0h 19min. 28sec.","10/12/2010 8:13","10/12/2010 8:32","Eastern Market / 7th & North Carolina Ave SE (31610)","19th St & Pennsylvania Ave NW (31100)","W00621","Registered"
"0h 13min. 59sec.","12/20/2010 19:48","12/20/2010 20:02","US Dept of State / Virginia Ave & 21st St NW (31220)","8th & H St NW (31228)","W01012","Registered"
"0h 1min. 15sec.","12/2/2010 6:57","12/2/2010 6:58","15th & Hayes St (31005)","12th & Hayes St (31001)","W00431","Registered"
"0h 14min. 20sec.","11/2/2010 9:28","11/2/2010 9:42","Georgia & New Hampshire Ave NW (31400)","10th & Monroe St NE (31504)","W00204","Registered"
"0h 10min. 37sec.","10/16/2010 16:20","10/16/2010 16:31","14th & D St SE (31607)","14th & D St SE (31607)","W00091","Casual"
"0h 24min. 14sec.","12/3/2010 17:59","12/3/2010 18:23","Park Rd & Holmead Pl NW (31602)","C & O Canal & Wisconsin Ave NW (31225)","W00780","Registered"
"0h 9min. 36sec.","11/19/2010 8:44","11/19/2010 8:54","5th St & K St NW (31600)","17th & K St NW [formerly 17th & L St NW] (31213)","W00621","Registered"
"0h 10min. 18sec.","12/28/2010 17:21","12/28/2010 17:32","4th & East Capitol St NE (31618)","Columbus Circle / Union Station (31623)","W00818","Casual"
"0h 8min. 26sec.","12/7/2010 6:42","12/7/2010 6:51","Eckington Pl & Q St NE (31505)","Columbus Circle / Union Station (31623)","W00723","Registered"
"0h 8min. 11sec.","11/20/2010 21:26","11/20/2010 21:34","13th & H St NE (31611)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00857","Registered"
"0h 9min. 45sec.","11/24/2010 17:55","11/24/2010 18:05","C & O Canal & Wisconsin Ave NW (31225)","18th & M St NW (31221)","W01091","Registered"
"0h 3min. 19sec.","12/6/2010 14:57","12/6/2010 15:00","18th & M St NW (31221)","21st & I St NW (31205)","W00013","Registered"
"0h 7min. 14sec.","11/27/2010 0:21","11/27/2010 0:28","13th & H St NE (31611)","3rd & H St NE (31616)","W00847","Registered"
"0h 13min. 4sec.","12/9/2010 18:16","12/9/2010 18:29","7th & Water St SW / SW Waterfront (31609)","20th & E St NW (31204)","W01101","Registered"
"0h 8min. 55sec.","10/8/2010 8:09","10/8/2010 8:18","5th St & K St NW (31600)","17th & K St NW [formerly 17th & L St NW] (31213)","W00351","Registered"
"0h 4min. 36sec.","12/11/2010 12:26","12/11/2010 12:31","Lamont & Mt Pleasant NW (31107)","Park Rd & Holmead Pl NW (31602)","W00377","Registered"
"0h 4min. 44sec.","11/24/2010 20:39","11/24/2010 20:44","15th & P St NW (31201)","16th & U St NW (31229)","W00759","Registered"
"0h 20min. 26sec.","10/25/2010 17:09","10/25/2010 17:30","19th St & Constitution Ave NW (31235)","Eastern Market / 7th & North Carolina Ave SE (31610)","W01056","Registered"
"0h 32min. 45sec.","12/31/2010 10:03","12/31/2010 10:36","Park Rd & Holmead Pl NW (31602)","Van Ness Metro / UDC (31300)","W00713","Casual"
"0h 18min. 39sec.","11/8/2010 18:54","11/8/2010 19:12","14th & Rhode Island Ave NW (31203)","11th & Kenyon St NW (31102)","W00948","Registered"
"0h 4min. 1sec.","10/7/2010 17:01","10/7/2010 17:05","23rd & Crystal Dr (31011)","18th & Bell St (31007)","W00711","Registered"
"0h 21min. 31sec.","11/8/2010 22:04","11/8/2010 22:26","North Capitol St & F St NW (31624)","21st & I St NW (31205)","W00234","Registered"
"0h 16min. 31sec.","12/2/2010 11:23","12/2/2010 11:39","10th St & Constitution Ave NW (31219)","17th & K St NW [formerly 17th & L St NW] (31213)","W00341","Registered"
"0h 3min. 0sec.","11/11/2010 7:36","11/11/2010 7:39","16th & Harvard St NW (31103)","Lamont & Mt Pleasant NW (31107)","W00963","Registered"
"0h 14min. 6sec.","11/18/2010 11:40","11/18/2010 11:54","25th St & Pennsylvania Ave NW (31237)","10th St & Constitution Ave NW (31219)","W00846","Registered"
"0h 12min. 0sec.","11/6/2010 11:16","11/6/2010 11:28","13th & D St NE (31622)","Columbus Circle / Union Station (31623)","W00839","Registered"
"0h 11min. 52sec.","11/21/2010 18:15","11/21/2010 18:27","20th St & Florida Ave NW (31110)","14th & Rhode Island Ave NW (31203)","W00428","Registered"
"0h 8min. 36sec.","12/20/2010 8:25","12/20/2010 8:33","14th & V St NW (31101)","18th & M St NW (31221)","W00715","Registered"
"0h 11min. 7sec.","10/22/2010 12:46","10/22/2010 12:57","14th & V St NW (31101)","McPherson Square - 14th & H St NW (31216)","W00776","Casual"
"0h 15min. 49sec.","12/11/2010 15:12","12/11/2010 15:28","Lamont & Mt Pleasant NW (31107)","17th & Corcoran St NW (31214)","W00019","Registered"
"0h 14min. 0sec.","12/8/2010 8:51","12/8/2010 9:05","16th & U St NW (31229)","New York Ave & 15th St NW (31222)","W00840","Registered"
"0h 24min. 58sec.","11/12/2010 18:51","11/12/2010 19:16","Lincoln Park / 13th & East Capitol St NE  (31619)","19th St & Constitution Ave NW (31235)","W00613","Registered"
"0h 14min. 28sec.","11/14/2010 12:30","11/14/2010 12:45","14th & Rhode Island Ave NW (31203)","14th & Harvard St NW (31105)","W00604","Casual"
"0h 22min. 27sec.","11/19/2010 6:14","11/19/2010 6:37","4th St & Massachusetts Ave NW (31604)","M St & New Jersey Ave SE (31208)","W00745","Casual"
"0h 8min. 1sec.","11/26/2010 15:33","11/26/2010 15:41","Columbus Circle / Union Station (31623)","13th & D St NE (31622)","W00336","Registered"
"0h 37min. 3sec.","10/20/2010 19:01","10/20/2010 19:38","Massachusetts Ave & Dupont Circle NW (31200)","18th & M St NW (31221)","W01088","Registered"
"0h 7min. 20sec.","10/18/2010 9:23","10/18/2010 9:31","Georgetown Harbor / 30th St NW (31215)","21st & I St NW (31205)","W00502","Registered"
"0h 6min. 51sec.","11/20/2010 17:01","11/20/2010 17:08","Eastern Market / 7th & North Carolina Ave SE (31610)","13th & D St NE (31622)","W00573","Registered"
"0h 10min. 14sec.","10/1/2010 23:58","10/2/2010 0:09","17th & Corcoran St NW (31214)","21st & M St NW (31212)","W00789","Registered"
"0h 51min. 3sec.","10/23/2010 14:30","10/23/2010 15:21","Calvert St & Woodley Pl NW (31106)","Calvert St & Woodley Pl NW (31106)","W00945","Casual"
"0h 10min. 21sec.","11/6/2010 15:43","11/6/2010 15:53","Lamont & Mt Pleasant NW (31107)","Massachusetts Ave & Dupont Circle NW (31200)","W00482","Registered"
"0h 6min. 5sec.","11/18/2010 21:22","11/18/2010 21:28","17th & Corcoran St NW (31214)","10th & U St NW (31111)","W00426","Registered"
"0h 5min. 11sec.","10/15/2010 7:39","10/15/2010 7:44","20th St & Florida Ave NW (31110)","14th & V St NW (31101)","W00723","Registered"
"0h 10min. 2sec.","11/6/2010 16:21","11/6/2010 16:31","Florida Ave & R St NW (31503)","8th & H St NW (31228)","W00675","Casual"
"0h 10min. 46sec.","10/22/2010 14:42","10/22/2010 14:53","14th & Harvard St NW (31105)","15th & P St NW (31201)","W00491","Registered"
"0h 9min. 53sec.","11/22/2010 18:43","11/22/2010 18:53","Connecticut Ave & Newark St NW / Cleveland Park (31305)","Calvert St & Woodley Pl NW (31106)","W00013","Registered"
"0h 15min. 2sec.","12/19/2010 15:31","12/19/2010 15:46","Georgia Ave and Fairmont St NW (31207)","13th & H St NE (31611)","W00436","Registered"
"0h 11min. 44sec.","11/18/2010 17:15","11/18/2010 17:27","20th St & Florida Ave NW (31110)","21st & I St NW (31205)","W00377","Registered"
"0h 12min. 42sec.","11/3/2010 6:56","11/3/2010 7:09","14th & R St NW (31202)","US Dept of State / Virginia Ave & 21st St NW (31220)","W00813","Registered"
"0h 5min. 56sec.","11/12/2010 18:48","11/12/2010 18:54","15th & P St NW (31201)","7th & T St NW (31109)","? (0x6DFB8596)","Registered"
"0h 5min. 56sec.","10/18/2010 18:38","10/18/2010 18:44","15th & P St NW (31201)","Convention Center / 7th & M St NW (31223)","W01076","Registered"
"0h 5min. 27sec.","11/13/2010 19:01","11/13/2010 19:06","16th & U St NW (31229)","15th & P St NW (31201)","W00455","Registered"
"0h 12min. 45sec.","12/7/2010 8:55","12/7/2010 9:08","10th & U St NW (31111)","5th & F St NW (31620)","W00534","Registered"
"0h 15min. 8sec.","10/22/2010 23:51","10/23/2010 0:07","Convention Center / 7th & M St NW (31223)","Adams Mill & Columbia Rd NW (31104)","W00275","Registered"
"0h 19min. 39sec.","11/3/2010 8:05","11/3/2010 8:25","Wisconsin Ave & Macomb St NW (31302)","19th St & Pennsylvania Ave NW (31100)","W00314","Registered"
"0h 19min. 59sec.","11/3/2010 8:02","11/3/2010 8:22","Columbus Circle / Union Station (31623)","17th & Corcoran St NW (31214)","W00132","Registered"
"0h 17min. 20sec.","10/18/2010 22:56","10/18/2010 23:13","Adams Mill & Columbia Rd NW (31104)","10th & Monroe St NE (31504)","W00171","Registered"
"0h 7min. 11sec.","12/15/2010 17:58","12/15/2010 18:05","13th St & New York Ave NW (31227)","17th & K St NW [formerly 17th & L St NW] (31213)","W00635","Registered"
"0h 8min. 22sec.","11/22/2010 15:38","11/22/2010 15:46","Massachusetts Ave & Dupont Circle NW (31200)","10th & U St NW (31111)","W00847","Registered"
"2h 8min. 49sec.","11/13/2010 11:49","11/13/2010 13:58","14th St Heights / 14th & Crittenden St NW (31402)","14th St Heights / 14th & Crittenden St NW (31402)","W00961","Casual"
"0h 21min. 54sec.","10/12/2010 16:54","10/12/2010 17:16","21st & M St NW (31212)","Florida Ave & R St NW (31503)","W00824","Registered"
"0h 13min. 32sec.","9/28/2010 8:52","9/28/2010 9:06","5th St & K St NW (31600)","Massachusetts Ave & Dupont Circle NW (31200)","W00786","Casual"
"0h 10min. 58sec.","11/25/2010 15:09","11/25/2010 15:20","17th & K St NW [formerly 17th & L St NW] (31213)","14th & V St NW (31101)","W00803","Registered"
"0h 14min. 53sec.","11/5/2010 8:52","11/5/2010 9:07","10th & U St NW (31111)","1st & M St NE (31603)","W00581","Registered"
"0h 51min. 44sec.","11/13/2010 13:03","11/13/2010 13:54","14th & V St NW (31101)","Columbus Circle / Union Station (31623)","W00811","Casual"
"0h 3min. 50sec.","12/1/2010 14:51","12/1/2010 14:55","12th & Hayes St (31001)","12th & Army Navy Dr (31008)","W00552","Registered"
"0h 15min. 32sec.","12/19/2010 16:24","12/19/2010 16:39","14th & R St NW (31202)","Georgetown Harbor / 30th St NW (31215)","W00925","Registered"
"0h 10min. 52sec.","11/5/2010 17:00","11/5/2010 17:11","North Capitol St & F St NW (31624)","4th & East Capitol St NE (31618)","W00824","Registered"
"0h 25min. 57sec.","11/20/2010 9:55","11/20/2010 10:21","Massachusetts Ave & Dupont Circle NW (31200)","3rd & D St SE (31605)","W01104","Registered"
"0h 8min. 28sec.","10/8/2010 17:46","10/8/2010 17:55","16th & Harvard St NW (31103)","Calvert St & Woodley Pl NW (31106)","W00826","Registered"
"0h 6min. 27sec.","10/31/2010 13:48","10/31/2010 13:55","Massachusetts Ave & Dupont Circle NW (31200)","14th & Rhode Island Ave NW (31203)","W00242","Casual"
"0h 26min. 43sec.","11/23/2010 17:12","11/23/2010 17:39","19th St & Constitution Ave NW (31235)","Columbus Circle / Union Station (31623)","W00266","Registered"
"0h 9min. 26sec.","10/17/2010 17:28","10/17/2010 17:38","S Glebe & Potomac Ave (31010)","20th & Crystal Dr (31002)","W00335","Registered"
"0h 15min. 18sec.","11/30/2010 12:38","11/30/2010 12:53","21st & M St NW (31212)","Lamont & Mt Pleasant NW (31107)","W00577","Registered"
"0h 26min. 52sec.","10/10/2010 17:53","10/10/2010 18:20","Georgetown Harbor / 30th St NW (31215)","14th & V St NW (31101)","W00886","Registered"
"0h 17min. 29sec.","10/19/2010 18:10","10/19/2010 18:28","Adams Mill & Columbia Rd NW (31104)","Van Ness Metro / UDC (31300)","W00842","Casual"
"0h 11min. 8sec.","11/20/2010 12:01","11/20/2010 12:13","Georgia & New Hampshire Ave NW (31400)","Adams Mill & Columbia Rd NW (31104)","W00827","Registered"
"0h 0min. 31sec.","10/6/2010 18:48","10/6/2010 18:49","14th & V St NW (31101)","14th & V St NW (31101)","W00043","Registered"
"0h 13min. 12sec.","11/23/2010 8:20","11/23/2010 8:34","20th St & Florida Ave NW (31110)","14th & G St NW (31238)","W00707","Registered"
"0h 26min. 42sec.","11/6/2010 11:37","11/6/2010 12:03","18th & Bell St (31007)","US Dept of State / Virginia Ave & 21st St NW (31220)","W00879","Registered"
"0h 12min. 49sec.","10/5/2010 17:35","10/5/2010 17:47","10th & U St NW (31111)","Lamont & Mt Pleasant NW (31107)","W00399","Registered"
"0h 22min. 54sec.","10/8/2010 8:58","10/8/2010 9:21","Lamont & Mt Pleasant NW (31107)","4th St & Massachusetts Ave NW (31604)","W00143","Registered"
"0h 18min. 3sec.","10/28/2010 19:46","10/28/2010 20:04","20th St & Florida Ave NW (31110)","C & O Canal & Wisconsin Ave NW (31225)","W00608","Registered"
"0h 12min. 43sec.","11/23/2010 18:40","11/23/2010 18:53","18th & M St NW (31221)","13th St & New York Ave NW (31227)","W00906","Registered"
"2h 58min. 51sec.","10/30/2010 11:36","10/30/2010 14:35","12th & Hayes St (31001)","L'Enfant Plaza / 7th & C St SW (31218)","W01036","Casual"
"0h 3min. 37sec.","12/28/2010 17:57","12/28/2010 18:01","Massachusetts Ave & Dupont Circle NW (31200)","20th St & Florida Ave NW (31110)","W00546","Registered"
"0h 29min. 14sec.","9/21/2010 11:56","9/21/2010 12:26","1st & M St NE (31603)","1st & M St NE (31603)","? (0x4752DD3A)","Registered"
"0h 11min. 43sec.","12/6/2010 17:23","12/6/2010 17:35","New York Ave & 15th St NW (31222)","7th & Water St SW / SW Waterfront (31609)","W00166","Registered"
"0h 3min. 40sec.","11/2/2010 6:22","11/2/2010 6:25","20th & Bell St (31000)","27th & Crystal Dr (31009)","W00911","Registered"
"0h 35min. 28sec.","11/21/2010 17:02","11/21/2010 17:37","Eastern Market / 7th & North Carolina Ave SE (31610)","14th & Rhode Island Ave NW (31203)","W00433","Registered"
"0h 4min. 56sec.","11/16/2010 16:55","11/16/2010 17:00","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","4th & East Capitol St NE (31618)","W00858","Registered"
"0h 14min. 8sec.","12/3/2010 17:22","12/3/2010 17:36","Ward Circle / American University (31301)","Connecticut Ave & Newark St NW / Cleveland Park (31305)","W00733","Registered"
"0h 16min. 26sec.","10/30/2010 13:57","10/30/2010 14:14","10th St & Constitution Ave NW (31219)","Massachusetts Ave & Dupont Circle NW (31200)","W00903","Registered"
"0h 17min. 47sec.","11/20/2010 0:27","11/20/2010 0:44","Van Ness Metro / UDC (31300)","Connecticut Ave & Newark St NW / Cleveland Park (31305)","W01006","Casual"
"0h 4min. 6sec.","10/24/2010 21:20","10/24/2010 21:24","14th & V St NW (31101)","14th & V St NW (31101)","W00736","Registered"
"0h 3min. 24sec.","10/12/2010 7:54","10/12/2010 7:57","Convention Center / 7th & M St NW (31223)","8th & H St NW (31228)","W00928","Registered"
"0h 17min. 46sec.","11/1/2010 14:27","11/1/2010 14:44","8th & H St NW (31228)","1st & M St NE (31603)","W00485","Registered"
"0h 8min. 21sec.","11/24/2010 15:39","11/24/2010 15:47","10th St & Constitution Ave NW (31219)","North Capitol St & F St NW (31624)","W00640","Registered"
"0h 2min. 41sec.","10/30/2010 9:06","10/30/2010 9:08","21st & M St NW (31212)","25th St & Pennsylvania Ave NW (31237)","W00311","Registered"
"0h 5min. 21sec.","12/7/2010 18:58","12/7/2010 19:03","16th & Harvard St NW (31103)","11th & Kenyon St NW (31102)","W00660","Registered"
"0h 21min. 28sec.","10/8/2010 22:31","10/8/2010 22:53","8th & Eye St SE / Barracks Row (31608)","M St & New Jersey Ave SE (31208)","W00215","Casual"
"0h 24min. 53sec.","11/13/2010 11:09","11/13/2010 11:34","Massachusetts Ave & Dupont Circle NW (31200)","15th & P St NW (31201)","W00351","Registered"
"0h 11min. 30sec.","11/9/2010 9:33","11/9/2010 9:44","4th & M St SW (31108)","5th & F St NW (31620)","W00429","Registered"
"0h 11min. 59sec.","12/2/2010 14:35","12/2/2010 14:47","37th & O St NW / Georgetown University (31236)","Massachusetts Ave & Dupont Circle NW (31200)","W00342","Registered"
"0h 22min. 21sec.","11/21/2010 10:59","11/21/2010 11:21","14th & R St NW (31202)","C & O Canal & Wisconsin Ave NW (31225)","W00627","Casual"
"0h 10min. 32sec.","12/19/2010 13:01","12/19/2010 13:11","Georgia & New Hampshire Ave NW (31400)","10th & U St NW (31111)","W00619","Registered"
"0h 4min. 28sec.","10/27/2010 19:14","10/27/2010 19:19","23rd & Crystal Dr (31011)","18th & Bell St (31007)","W01068","Registered"
"0h 30min. 34sec.","11/13/2010 16:15","11/13/2010 16:46","19th St & Constitution Ave NW (31235)","Potomac & Pennsylvania Ave SE (31606)","W00328","Casual"
"0h 8min. 17sec.","11/13/2010 23:48","11/13/2010 23:57","13th & H St NE (31611)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00677","Registered"
"0h 14min. 6sec.","11/6/2010 15:57","11/6/2010 16:11","10th St & Constitution Ave NW (31219)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00331","Registered"
"0h 8min. 47sec.","11/23/2010 11:49","11/23/2010 11:58","25th St & Pennsylvania Ave NW (31237)","19th & L St NW (31224)","W00597","Casual"
"0h 9min. 31sec.","11/10/2010 12:37","11/10/2010 12:46","13th St & New York Ave NW (31227)","17th & Corcoran St NW (31214)","W00167","Registered"
"0h 6min. 7sec.","12/23/2010 14:43","12/23/2010 14:49","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","Wisconsin Ave & Macomb St NW (31302)","W00764","Registered"
"0h 6min. 28sec.","11/2/2010 18:10","11/2/2010 18:17","13th St & New York Ave NW (31227)","14th & R St NW (31202)","W00242","Registered"
"0h 10min. 44sec.","12/21/2010 7:49","12/21/2010 8:00","Lamont & Mt Pleasant NW (31107)","18th & M St NW (31221)","W00319","Registered"
"0h 7min. 42sec.","9/29/2010 22:35","9/29/2010 22:43","Massachusetts Ave & Dupont Circle NW (31200)","14th & Rhode Island Ave NW (31203)","W00864","Registered"
"0h 16min. 12sec.","11/21/2010 8:42","11/21/2010 8:58","20th St & Florida Ave NW (31110)","10th St & Constitution Ave NW (31219)","W00287","Registered"
"0h 7min. 33sec.","11/11/2010 15:27","11/11/2010 15:34","25th St & Pennsylvania Ave NW (31237)","Massachusetts Ave & Dupont Circle NW (31200)","W00311","Registered"
"0h 2min. 29sec.","10/31/2010 12:55","10/31/2010 12:57","Adams Mill & Columbia Rd NW (31104)","Calvert St & Woodley Pl NW (31106)","W00048","Registered"
"0h 27min. 17sec.","10/16/2010 13:08","10/16/2010 13:35","16th & Harvard St NW (31103)","Georgetown Harbor / 30th St NW (31215)","W00923","Casual"
"0h 19min. 12sec.","11/22/2010 18:01","11/22/2010 18:20","4th St & Massachusetts Ave NW (31604)","11th & Kenyon St NW (31102)","W00384","Registered"
"0h 28min. 42sec.","10/13/2010 18:52","10/13/2010 19:21","8th & H St NW (31228)","8th & H St NW (31228)","W00976","Casual"
"0h 4min. 49sec.","10/15/2010 20:39","10/15/2010 20:44","14th & Rhode Island Ave NW (31203)","Massachusetts Ave & Dupont Circle NW (31200)","W01023","Registered"
"0h 14min. 46sec.","11/3/2010 14:23","11/3/2010 14:38","19th St & Pennsylvania Ave NW (31100)","14th & V St NW (31101)","W00581","Registered"
"3h 54min. 21sec.","10/10/2010 12:43","10/10/2010 16:37","Massachusetts Ave & Dupont Circle NW (31200)","Massachusetts Ave & Dupont Circle NW (31200)","W00279","Casual"
"0h 4min. 31sec.","11/13/2010 19:32","11/13/2010 19:36","15th & Crystal Dr (31003)","20th & Bell St (31000)","W00470","Registered"
"0h 2min. 50sec.","10/7/2010 17:48","10/7/2010 17:51","18th & Hayes St (31004)","23rd & Eads (31013)","W00959","Registered"
"0h 2min. 54sec.","10/28/2010 8:30","10/28/2010 8:33","23rd & Crystal Dr (31011)","18th & Bell St (31007)","W01068","Registered"
"0h 6min. 44sec.","10/13/2010 20:07","10/13/2010 20:14","5th St & K St NW (31600)","17th & K St NW [formerly 17th & L St NW] (31213)","W00842","Registered"
"0h 3min. 39sec.","11/7/2010 18:53","11/7/2010 18:57","Park Rd & Holmead Pl NW (31602)","14th St & Spring Rd NW (31401)","W00190","Registered"
"0h 5min. 58sec.","11/29/2010 17:05","11/29/2010 17:11","Massachusetts Ave & Dupont Circle NW (31200)","15th & P St NW (31201)","W00408","Registered"
"0h 25min. 59sec.","10/26/2010 13:30","10/26/2010 13:56","Georgia & New Hampshire Ave NW (31400)","USDA / 12th & Independence Ave SW (31217)","W00860","Registered"
"0h 12min. 7sec.","12/16/2010 15:08","12/16/2010 15:20","New York Ave & 15th St NW (31222)","North Capitol St & F St NW (31624)","W00277","Registered"
"4h 4min. 47sec.","10/31/2010 11:09","10/31/2010 15:14","John McCormack Dr & Michigan Ave NE (31502)","John McCormack Dr & Michigan Ave NE (31502)","W00810","Casual"
"0h 4min. 50sec.","9/29/2010 20:30","9/29/2010 20:35","Massachusetts Ave & Dupont Circle NW (31200)","17th & Corcoran St NW (31214)","W00318","Registered"
"0h 12min. 45sec.","11/23/2010 9:01","11/23/2010 9:14","14th & V St NW (31101)","8th & H St NW (31228)","W00973","Registered"
"0h 5min. 17sec.","11/24/2010 18:34","11/24/2010 18:40","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00855","Registered"
"0h 7min. 16sec.","10/24/2010 10:37","10/24/2010 10:45","Park Rd & Holmead Pl NW (31602)","14th & V St NW (31101)","W00805","Registered"
"0h 0min. 10sec.","11/17/2010 18:47","11/17/2010 18:47","Lincoln Park / 13th & East Capitol St NE  (31619)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00962","Registered"
"0h 3min. 5sec.","12/20/2010 6:25","12/20/2010 6:28","17th & Corcoran St NW (31214)","15th & P St NW (31201)","W00597","Registered"
"0h 18min. 27sec.","11/16/2010 17:28","11/16/2010 17:46","17th & K St NW [formerly 17th & L St NW] (31213)","21st & I St NW (31205)","W00443","Registered"
"0h 17min. 43sec.","10/30/2010 12:32","10/30/2010 12:50","5th & F St NW (31620)","14th & Rhode Island Ave NW (31203)","W01033","Registered"
"0h 4min. 30sec.","11/1/2010 11:43","11/1/2010 11:48","14th & V St NW (31101)","7th & T St NW (31109)","W00503","Registered"
"0h 6min. 39sec.","10/7/2010 10:40","10/7/2010 10:47","S Joyce & Army Navy Dr (31006)","12th & Army Navy Dr (31008)","W00134","Registered"
"0h 28min. 56sec.","10/16/2010 22:47","10/16/2010 23:16","16th & U St NW (31229)","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","W01099","Registered"
"0h 53min. 28sec.","10/16/2010 13:55","10/16/2010 14:48","Calvert St & Woodley Pl NW (31106)","L'Enfant Plaza / 7th & C St SW (31218)","W00886","Registered"
"1h 18min. 3sec.","10/10/2010 16:18","10/10/2010 17:36","Georgetown Harbor / 30th St NW (31215)","Georgetown Harbor / 30th St NW (31215)","W01075","Casual"
"0h 13min. 19sec.","10/2/2010 6:19","10/2/2010 6:33","Florida Ave & R St NW (31503)","McPherson Square - 14th & H St NW (31216)","W00637","Registered"
"0h 9min. 57sec.","11/29/2010 17:16","11/29/2010 17:26","1st & M St NE (31603)","4th & East Capitol St NE (31618)","W00982","Registered"
"0h 8min. 0sec.","10/16/2010 21:24","10/16/2010 21:33","Massachusetts Ave & Dupont Circle NW (31200)","14th & V St NW (31101)","W00887","Registered"
"0h 6min. 26sec.","11/15/2010 9:23","11/15/2010 9:30","S Glebe & Potomac Ave (31010)","15th & Crystal Dr (31003)","W00553","Registered"
"0h 5min. 44sec.","10/20/2010 19:45","10/20/2010 19:51","21st & I St NW (31205)","Massachusetts Ave & Dupont Circle NW (31200)","W00708","Registered"
"0h 6min. 56sec.","9/30/2010 8:56","9/30/2010 9:03","14th & R St NW (31202)","McPherson Square - 14th & H St NW (31216)","W00482","Registered"
"1h 36min. 54sec.","12/9/2010 18:46","12/9/2010 20:23","18th & M St NW (31221)","16th & U St NW (31229)","W00805","Registered"
"0h 30min. 33sec.","10/13/2010 12:47","10/13/2010 13:17","14th & V St NW (31101)","5th St & K St NW (31600)","W01053","Registered"
"0h 16min. 38sec.","11/11/2010 14:13","11/11/2010 14:29","7th & T St NW (31109)","Massachusetts Ave & Dupont Circle NW (31200)","W00354","Casual"
"0h 2min. 38sec.","10/29/2010 16:13","10/29/2010 16:16","8th & Eye St SE / Barracks Row (31608)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00035","Registered"
"0h 21min. 46sec.","11/23/2010 18:47","11/23/2010 19:09","5th & F St NW (31620)","14th St & Spring Rd NW (31401)","W00251","Registered"
"0h 25min. 19sec.","11/11/2010 14:05","11/11/2010 14:31","21st & I St NW (31205)","13th & D St NE (31622)","W00338","Casual"
"0h 16min. 25sec.","10/31/2010 11:11","10/31/2010 11:27","7th & Water St SW / SW Waterfront (31609)","14th & D St SE (31607)","W00194","Registered"
"0h 3min. 56sec.","10/23/2010 14:58","10/23/2010 15:02","18th & Hayes St (31004)","23rd & Eads (31013)","W00692","Registered"
