"Duration","Start.date","End.date","Start.station","End.station","Bike.","Member.Type"
"0h 4min. 45sec.","6/1/2011 6:08","6/1/2011 6:13","14th & Rhode Island Ave NW (31203)","14th & G St NW (31238)","W00764","Registered"
"0h 28min. 57sec.","5/3/2011 8:01","5/3/2011 8:30","Georgia & New Hampshire Ave NW (31400)","New York Ave & 15th St NW (31222)","W01116","Registered"
"0h 5min. 39sec.","6/11/2011 15:43","6/11/2011 15:48","14th & R St NW (31202)","16th & U St NW (31229)","W00010","Registered"
"0h 6min. 24sec.","6/4/2011 15:42","6/4/2011 15:49","Adams Mill & Columbia Rd NW (31104)","14th & Harvard St NW (31105)","W01033","Casual"
"0h 24min. 21sec.","5/7/2011 13:59","5/7/2011 14:23","7th & F St NW / National Portrait Gallery (31232)","19th & E Street NW (31206)","W00590","Casual"
"0h 7min. 21sec.","6/26/2011 12:18","6/26/2011 12:25","Massachusetts Ave & Dupont Circle NW (31200)","21st & I St NW (31205)","W01112","Casual"
"0h 10min. 20sec.","4/5/2011 17:16","4/5/2011 17:27","19th & E Street NW (31206)","McPherson Square - 14th & H St NW (31216)","W00888","Registered"
"0h 2min. 18sec.","4/25/2011 0:03","4/25/2011 0:06","21st & M St NW (31212)","25th St & Pennsylvania Ave NW (31237)","W01027","Registered"
"0h 8min. 46sec.","5/29/2011 15:39","5/29/2011 15:48","14th & Harvard St NW (31105)","20th St & Florida Ave NW (31110)","W00014","Registered"
"0h 15min. 44sec.","6/5/2011 14:34","6/5/2011 14:49","5th St & K St NW (31600)","11th & Kenyon St NW (31102)","W01007","Registered"
"0h 16min. 41sec.","5/22/2011 16:40","5/22/2011 16:57","14th St & Spring Rd NW (31401)","19th & L St NW (31224)","W00225","Registered"
"0h 15min. 31sec.","4/1/2011 9:13","4/1/2011 9:29","16th & Harvard St NW (31103)","17th & K St NW [formerly 17th & L St NW] (31213)","W00080","Registered"
"0h 4min. 9sec.","4/22/2011 15:07","4/22/2011 15:12","15th & P St NW (31201)","17th & Corcoran St NW (31214)","W00843","Registered"
"0h 3min. 30sec.","4/8/2011 2:21","4/8/2011 2:24","3rd & H St NE (31616)","1st & M St NE (31603)","W00902","Registered"
"0h 6min. 16sec.","5/6/2011 13:05","5/6/2011 13:11","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00531","Registered"
"0h 14min. 36sec.","6/13/2011 17:45","6/13/2011 18:00","15th & P St NW (31201)","16th & Harvard St NW (31103)","W00285","Registered"
"2h 45min. 17sec.","6/11/2011 14:52","6/11/2011 17:37","L'Enfant Plaza / 7th & C St SW (31218)","17th & K St NW / Farragut Square (31233)","W00969","Casual"
"0h 4min. 45sec.","4/29/2011 21:44","4/29/2011 21:49","Columbus Circle / Union Station (31623)","4th & East Capitol St NE (31618)","W00722","Registered"
"0h 27min. 24sec.","5/8/2011 16:40","5/8/2011 17:08","5th St & K St NW (31600)","Columbus Circle / Union Station (31623)","W00310","Registered"
"0h 5min. 30sec.","6/26/2011 12:41","6/26/2011 12:47","21st & M St NW (31212)","Georgetown Harbor / 30th St NW (31215)","W00157","Registered"
"0h 13min. 50sec.","6/17/2011 11:12","6/17/2011 11:26","7th & F St NW / National Portrait Gallery (31232)","7th & T St NW (31109)","W00132","Casual"
"0h 10min. 56sec.","5/31/2011 15:49","5/31/2011 16:00","Wisconsin Ave & Macomb St NW (31302)","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","W01054","Casual"
"0h 12min. 8sec.","4/29/2011 16:00","4/29/2011 16:12","Massachusetts Ave & Dupont Circle NW (31200)","16th & Harvard St NW (31103)","W00072","Registered"
"0h 8min. 45sec.","4/24/2011 12:00","4/24/2011 12:09","Park Rd & Holmead Pl NW (31602)","14th & V St NW (31101)","W00019","Registered"
"0h 2min. 19sec.","6/7/2011 7:24","6/7/2011 7:26","23rd & Eads (31013)","18th & Bell St (31007)","W00701","Registered"
"0h 36min. 35sec.","6/30/2011 15:39","6/30/2011 16:15","14th & R St NW (31202)","14th & V St NW (31101)","W01011","Casual"
"0h 8min. 51sec.","5/16/2011 21:18","5/16/2011 21:27","14th & V St NW (31101)","Massachusetts Ave & Dupont Circle NW (31200)","W01051","Registered"
"0h 31min. 33sec.","5/12/2011 20:32","5/12/2011 21:04","8th & H St NW (31228)","14th & Harvard St NW (31105)","W00343","Casual"
"0h 25min. 16sec.","5/26/2011 17:53","5/26/2011 18:19","19th & E Street NW (31206)","L'Enfant Plaza / 7th & C St SW (31218)","W00524","Registered"
"0h 28min. 24sec.","6/6/2011 17:32","6/6/2011 18:01","USDA / 12th & Independence Ave SW (31217)","25th St & Pennsylvania Ave NW (31237)","W00411","Registered"
"0h 20min. 14sec.","4/3/2011 19:04","4/3/2011 19:24","10th St & Constitution Ave NW (31219)","Columbus Circle / Union Station (31623)","W00332","Casual"
"0h 9min. 17sec.","5/13/2011 21:02","5/13/2011 21:11","14th & Rhode Island Ave NW (31203)","5th St & K St NW (31600)","W00610","Registered"
"0h 7min. 24sec.","4/21/2011 10:15","4/21/2011 10:22","Anacostia Metro (31801)","Anacostia Library (31804)","W00409","Registered"
"1h 7min. 0sec.","5/12/2011 20:40","5/12/2011 21:47","4th & East Capitol St NE (31618)","USDA / 12th & Independence Ave SW (31217)","W00048","Casual"
"0h 5min. 25sec.","4/10/2011 8:36","4/10/2011 8:42","L'Enfant Plaza / 7th & C St SW (31218)","7th & Water St SW / SW Waterfront (31609)","W00977","Registered"
"0h 8min. 26sec.","5/7/2011 14:22","5/7/2011 14:31","Massachusetts Ave & Dupont Circle NW (31200)","14th & R St NW (31202)","W00548","Registered"
"4h 14min. 41sec.","6/17/2011 8:32","6/17/2011 12:47","19th & East Capitol St SE (31601)","10th St & Constitution Ave NW (31219)","W01050","Registered"
"0h 11min. 22sec.","4/7/2011 17:43","4/7/2011 17:55","21st & M St NW (31212)","14th & V St NW (31101)","W00918","Registered"
"0h 23min. 14sec.","4/29/2011 9:22","4/29/2011 9:45","Clarendon Blvd & Pierce St (31016)","13th St & New York Ave NW (31227)","W00137","Registered"
"0h 15min. 15sec.","6/8/2011 7:12","6/8/2011 7:28","Massachusetts Ave & Dupont Circle NW (31200)","36th & Calvert St NW / Glover Park (31304)","W00960","Registered"
"0h 11min. 37sec.","5/14/2011 10:38","5/14/2011 10:50","10th & U St NW (31111)","18th & M St NW (31221)","W00621","Registered"
"0h 6min. 32sec.","5/24/2011 8:38","5/24/2011 8:45","Lincoln Park / 13th & East Capitol St NE  (31619)","Potomac & Pennsylvania Ave SE (31606)","W00154","Registered"
"0h 25min. 44sec.","6/24/2011 9:25","6/24/2011 9:51","Park Rd & Holmead Pl NW (31602)","Georgetown Harbor / 30th St NW (31215)","W00475","Registered"
"0h 15min. 24sec.","4/11/2011 18:25","4/11/2011 18:40","17th & K St NW [formerly 17th & L St NW] (31213)","1st & M St NE (31603)","W00406","Registered"
"1h 4min. 53sec.","5/25/2011 14:58","5/25/2011 16:03","Rosslyn Metro / Wilson Blvd & Ft Myer Dr (31015)","Rosslyn Metro / Wilson Blvd & Ft Myer Dr (31015)","W00561","Casual"
"1h 26min. 23sec.","6/10/2011 11:00","6/10/2011 12:26","7th & Water St SW / SW Waterfront (31609)","7th & Water St SW / SW Waterfront (31609)","W00555","Casual"
"0h 21min. 36sec.","5/24/2011 16:36","5/24/2011 16:57","18th & Bell St (31007)","5th & F St NW (31620)","W00770","Registered"
"0h 6min. 56sec.","4/6/2011 17:30","4/6/2011 17:37","Massachusetts Ave & Dupont Circle NW (31200)","Adams Mill & Columbia Rd NW (31104)","W00944","Registered"
"0h 6min. 51sec.","6/25/2011 1:43","6/25/2011 1:50","Georgia & New Hampshire Ave NW (31400)","14th & Harvard St NW (31105)","W00695","Registered"
"0h 1min. 7sec.","5/29/2011 0:22","5/29/2011 0:23","18th & M St NW (31221)","18th & M St NW (31221)","W00307","Registered"
"0h 18min. 15sec.","5/2/2011 19:20","5/2/2011 19:38","17th & Corcoran St NW (31214)","16th & U St NW (31229)","W00068","Registered"
"0h 15min. 18sec.","5/3/2011 18:43","5/3/2011 18:58","1st & M St NE (31603)","13th St & New York Ave NW (31227)","W00993","Registered"
"0h 21min. 30sec.","6/24/2011 7:02","6/24/2011 7:23","USDA / 12th & Independence Ave SW (31217)","Convention Center / 7th & M St NW (31223)","W00872","Registered"
"0h 5min. 33sec.","5/30/2011 15:26","5/30/2011 15:32","12th & Hayes St (31001)","18th & Bell St (31007)","W00640","Registered"
"0h 7min. 10sec.","4/28/2011 22:58","4/28/2011 23:05","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","M St & New Jersey Ave SE (31208)","W00706","Casual"
"0h 5min. 30sec.","5/20/2011 17:46","5/20/2011 17:52","13th & H St NE (31611)","13th & D St NE (31622)","W00471","Registered"
"0h 11min. 11sec.","6/7/2011 8:13","6/7/2011 8:24","Park Rd & Holmead Pl NW (31602)","17th & Corcoran St NW (31214)","W00734","Registered"
"0h 7min. 29sec.","4/25/2011 16:56","4/25/2011 17:03","17th & K St NW [formerly 17th & L St NW] (31213)","15th & P St NW (31201)","W01016","Registered"
"0h 22min. 51sec.","5/13/2011 7:25","5/13/2011 7:48","13th & H St NE (31611)","Calvert St & Woodley Pl NW (31106)","W00847","Registered"
"0h 13min. 23sec.","6/24/2011 8:26","6/24/2011 8:39","15th & P St NW (31201)","10th St & Constitution Ave NW (31219)","W00634","Registered"
"0h 14min. 30sec.","6/15/2011 19:10","6/15/2011 19:24","USDA / 12th & Independence Ave SW (31217)","14th & G St NW (31238)","w01117","Casual"
"0h 3min. 41sec.","6/17/2011 20:01","6/17/2011 20:05","Eastern Market / 7th & North Carolina Ave SE (31610)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00884","Registered"
"0h 9min. 38sec.","4/25/2011 18:27","4/25/2011 18:37","13th & H St NE (31611)","Columbus Circle / Union Station (31623)","W01034","Registered"
"0h 15min. 52sec.","4/24/2011 18:45","4/24/2011 19:01","4th St & Massachusetts Ave NW (31604)","14th & D St SE (31607)","W00383","Registered"
"0h 11min. 49sec.","4/12/2011 17:15","4/12/2011 17:26","North Capitol St & F St NW (31624)","14th & Rhode Island Ave NW (31203)","W00312","Registered"
"0h 15min. 29sec.","6/19/2011 16:22","6/19/2011 16:37","17th & Corcoran St NW (31214)","Massachusetts Ave & Dupont Circle NW (31200)","W00841","Registered"
"0h 2min. 42sec.","6/5/2011 15:16","6/5/2011 15:19","11th & Kenyon St NW (31102)","Park Rd & Holmead Pl NW (31602)","W01007","Registered"
"0h 13min. 58sec.","5/26/2011 23:09","5/26/2011 23:23","Massachusetts Ave & Dupont Circle NW (31200)","Convention Center / 7th & M St NW (31223)","W00659","Registered"
"0h 8min. 25sec.","4/15/2011 14:01","4/15/2011 14:10","20th & Bell St (31000)","12th & Hayes St (31001)","W00212","Registered"
"0h 11min. 38sec.","4/11/2011 16:42","4/11/2011 16:53","10th St & Constitution Ave NW (31219)","15th & P St NW (31201)","W00153","Casual"
"0h 25min. 3sec.","4/21/2011 10:06","4/21/2011 10:31","Van Ness Metro / UDC (31300)","14th & Rhode Island Ave NW (31203)","W00239","Registered"
"0h 14min. 57sec.","5/19/2011 8:35","5/19/2011 8:50","Florida Ave & R St NW (31503)","21st & I St NW (31205)","W00650","Registered"
"0h 27min. 51sec.","6/5/2011 6:14","6/5/2011 6:42","36th & Calvert St NW / Glover Park (31304)","Van Ness Metro / UDC (31300)","W00292","Casual"
"0h 18min. 31sec.","6/20/2011 12:19","6/20/2011 12:38","21st & M St NW (31212)","21st & I St NW (31205)","W01119","Registered"
"0h 5min. 31sec.","5/5/2011 17:32","5/5/2011 17:37","21st & I St NW (31205)","McPherson Square - 14th & H St NW (31216)","W00916","Registered"
"0h 29min. 7sec.","4/26/2011 10:57","4/26/2011 11:26","Ward Circle / American University (31301)","C & O Canal & Wisconsin Ave NW (31225)","W00200","Casual"
"0h 18min. 14sec.","5/11/2011 15:14","5/11/2011 15:32","North Capitol St & F St NW (31624)","14th & D St NW / Ronald Reagan Building (31231)","W00030","Casual"
"0h 0min. 53sec.","4/25/2011 20:27","4/25/2011 20:28","8th & H St NW (31228)","8th & H St NW (31228)","W00118","Registered"
"0h 18min. 45sec.","5/16/2011 9:25","5/16/2011 9:44","19th & L St NW (31224)","4th St & Massachusetts Ave NW (31604)","W00219","Registered"
"0h 7min. 25sec.","6/23/2011 0:14","6/23/2011 0:21","15th & P St NW (31201)","18th & M St NW (31221)","W00082","Registered"
"0h 7min. 32sec.","4/25/2011 13:30","4/25/2011 13:38","10th St & Constitution Ave NW (31219)","13th St & New York Ave NW (31227)","W00627","Registered"
"0h 9min. 24sec.","5/5/2011 9:53","5/5/2011 10:02","Massachusetts Ave & Dupont Circle NW (31200)","37th & O St NW / Georgetown University (31236)","W00535","Registered"
"0h 12min. 14sec.","6/29/2011 11:57","6/29/2011 12:10","Connecticut Ave & Newark St NW / Cleveland Park (31305)","Wisconsin Ave & Macomb St NW (31302)","W00113","Registered"
"0h 15min. 42sec.","5/9/2011 20:58","5/9/2011 21:14","21st & I St NW (31205)","16th & Harvard St NW (31103)","W00433","Registered"
"0h 13min. 48sec.","4/13/2011 17:19","4/13/2011 17:33","8th & H St NW (31228)","Florida Ave & R St NW (31503)","W00168","Registered"
"0h 8min. 26sec.","6/17/2011 12:13","6/17/2011 12:21","8th & H St NW (31228)","3rd & H St NE (31616)","W00903","Registered"
"0h 26min. 2sec.","4/8/2011 8:28","4/8/2011 8:54","20th St & Florida Ave NW (31110)","L'Enfant Plaza / 7th & C St SW (31218)","W01043","Registered"
"0h 14min. 40sec.","5/12/2011 7:02","5/12/2011 7:16","13th & H St NE (31611)","5th & F St NW (31620)","W00415","Registered"
"0h 16min. 12sec.","5/2/2011 16:59","5/2/2011 17:15","21st & M St NW (31212)","Lamont & Mt Pleasant NW (31107)","W00572","Registered"
"0h 15min. 37sec.","6/6/2011 18:58","6/6/2011 19:14","5th St & K St NW (31600)","Convention Center / 7th & M St NW (31223)","W00840","Registered"
"0h 9min. 56sec.","6/4/2011 23:15","6/4/2011 23:25","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","4th & M St SW (31108)","W00898","Registered"
"0h 16min. 52sec.","4/8/2011 21:18","4/8/2011 21:34","USDA / 12th & Independence Ave SW (31217)","M St & New Jersey Ave SE (31208)","W00650","Registered"
"0h 11min. 33sec.","6/9/2011 21:05","6/9/2011 21:16","Massachusetts Ave & Dupont Circle NW (31200)","16th & Harvard St NW (31103)","W00820","Registered"
"0h 12min. 36sec.","4/21/2011 19:14","4/21/2011 19:27","Columbus Circle / Union Station (31623)","13th & H St NE (31611)","W00851","Registered"
"0h 14min. 41sec.","5/21/2011 13:28","5/21/2011 13:42","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","5th St & K St NW (31600)","W00215","Registered"
"0h 20min. 59sec.","5/27/2011 17:38","5/27/2011 17:59","3rd & D St SE (31605)","10th St & Constitution Ave NW (31219)","W00817","Registered"
"0h 10min. 17sec.","4/23/2011 18:03","4/23/2011 18:13","USDA / 12th & Independence Ave SW (31217)","4th & M St SW (31108)","W01055","Registered"
"0h 12min. 40sec.","5/9/2011 16:40","5/9/2011 16:53","14th & G St NW (31238)","Florida Ave & R St NW (31503)","W00295","Registered"
"0h 14min. 6sec.","5/19/2011 7:29","5/19/2011 7:43","Adams Mill & Columbia Rd NW (31104)","US Dept of State / Virginia Ave & 21st St NW (31220)","W00706","Registered"
"0h 1min. 54sec.","6/14/2011 5:44","6/14/2011 5:46","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","8th & Eye St SE / Barracks Row (31608)","W00136","Registered"
"0h 14min. 19sec.","4/27/2011 16:51","4/27/2011 17:05","North Capitol St & F St NW (31624)","4th & East Capitol St NE (31618)","W00984","Registered"
"0h 21min. 36sec.","6/21/2011 16:35","6/21/2011 16:56","3rd & D St SE (31605)","10th & Monroe St NE (31504)","W00862","Registered"
"0h 3min. 23sec.","5/20/2011 11:14","5/20/2011 11:17","20th St & Florida Ave NW (31110)","Massachusetts Ave & Dupont Circle NW (31200)","W00094","Registered"
"0h 4min. 8sec.","4/30/2011 20:10","4/30/2011 20:14","4th St & Massachusetts Ave NW (31604)","7th & F St NW / National Portrait Gallery (31232)","W00992","Registered"
"0h 0min. 4sec.","5/8/2011 14:57","5/8/2011 14:57","14th & V St NW (31101)","14th & V St NW (31101)","W00061","Registered"
"0h 9min. 18sec.","6/2/2011 20:29","6/2/2011 20:39","Columbus Circle / Union Station (31623)","13th & D St NE (31622)","W00841","Registered"
"0h 7min. 49sec.","6/3/2011 13:16","6/3/2011 13:24","20th St & Florida Ave NW (31110)","18th & M St NW (31221)","W00719","Registered"
"0h 57min. 8sec.","6/14/2011 17:31","6/14/2011 18:29","S Joyce & Army Navy Dr (31006)","7th & Water St SW / SW Waterfront (31609)","W00092","Casual"
"0h 8min. 1sec.","5/21/2011 18:26","5/21/2011 18:34","13th & D St NE (31622)","Columbus Circle / Union Station (31623)","W00027","Registered"
"0h 14min. 25sec.","5/23/2011 8:00","5/23/2011 8:15","Adams Mill & Columbia Rd NW (31104)","21st & I St NW (31205)","W00977","Registered"
"0h 21min. 25sec.","6/17/2011 20:59","6/17/2011 21:20","14th & G St NW (31238)","16th & U St NW (31229)","W00753","Casual"
"1h 35min. 40sec.","6/3/2011 10:39","6/3/2011 12:15","20th & Crystal Dr (31002)","18th & M St NW (31221)","W00772","Casual"
"0h 5min. 58sec.","4/27/2011 8:59","4/27/2011 9:05","Massachusetts Ave & Dupont Circle NW (31200)","25th St & Pennsylvania Ave NW (31237)","W00595","Registered"
"0h 11min. 14sec.","6/27/2011 19:48","6/27/2011 19:59","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","3rd & H St NE (31616)","W00472","Registered"
"0h 5min. 24sec.","5/27/2011 20:13","5/27/2011 20:18","11th & Kenyon St NW (31102)","10th & U St NW (31111)","W01041","Registered"
"0h 3min. 35sec.","4/17/2011 15:06","4/17/2011 15:09","12th & Hayes St (31001)","S Joyce & Army Navy Dr (31006)","W00522","Casual"
"0h 19min. 28sec.","6/15/2011 0:48","6/15/2011 1:07","4th St & Massachusetts Ave NW (31604)","16th & Harvard St NW (31103)","W00105","Registered"
"0h 4min. 36sec.","6/20/2011 13:06","6/20/2011 13:11","S Glebe & Potomac Ave (31010)","26th & Crystal Dr (31012)","W00159","Registered"
"0h 59min. 39sec.","6/15/2011 11:58","6/15/2011 12:57","Massachusetts Ave & Dupont Circle NW (31200)","USDA / 12th & Independence Ave SW (31217)","W00032","Casual"
"0h 6min. 23sec.","5/26/2011 19:55","5/26/2011 20:02","Ward Circle / American University (31301)","Tenleytown / Wisconsin Ave & Albemarle St NW (31303)","W00838","Registered"
"0h 8min. 47sec.","6/5/2011 18:46","6/5/2011 18:55","10th & U St NW (31111)","10th & U St NW (31111)","W00336","Registered"
"0h 25min. 22sec.","5/18/2011 23:30","5/18/2011 23:55","17th & K St NW / Farragut Square (31233)","Georgia & New Hampshire Ave NW (31400)","W00710","Registered"
"0h 3min. 39sec.","4/10/2011 18:18","4/10/2011 18:22","5th St & K St NW (31600)","5th & F St NW (31620)","W00907","Registered"
"0h 11min. 12sec.","6/11/2011 17:14","6/11/2011 17:25","Convention Center / 7th & M St NW (31223)","Metro Center / 12th & G St NW (31230)","W00847","Registered"
"2h 57min. 15sec.","4/19/2011 15:41","4/19/2011 18:38","Massachusetts Ave & Dupont Circle NW (31200)","21st & M St NW (31212)","W00216","Casual"
"0h 11min. 15sec.","6/21/2011 22:43","6/21/2011 22:54","8th & H St NW (31228)","17th & Corcoran St NW (31214)","W01059","Registered"
"0h 8min. 57sec.","5/17/2011 7:37","5/17/2011 7:46","18th & Bell St (31007)","18th & Bell St (31007)","W00395","Registered"
"0h 8min. 33sec.","5/23/2011 19:42","5/23/2011 19:51","4th & East Capitol St NE (31618)","M St & New Jersey Ave SE (31208)","W00019","Registered"
"0h 5min. 47sec.","4/21/2011 18:10","4/21/2011 18:16","Lincoln Park / 13th & East Capitol St NE  (31619)","3rd & D St SE (31605)","W00181","Registered"
"0h 27min. 38sec.","4/21/2011 16:20","4/21/2011 16:48","7th & Water St SW / SW Waterfront (31609)","12th & Army Navy Dr (31008)","w00765","Registered"
"0h 3min. 36sec.","5/16/2011 14:27","5/16/2011 14:30","18th & Bell St (31007)","23rd & Eads (31013)","W00031","Registered"
"0h 13min. 47sec.","5/23/2011 9:27","5/23/2011 9:41","21st & I St NW (31205)","19th St & Pennsylvania Ave NW (31100)","W00873","Registered"
"0h 23min. 4sec.","6/9/2011 17:50","6/9/2011 18:13","13th St & New York Ave NW (31227)","Kennedy Center (31211)","W00259","Casual"
"0h 16min. 53sec.","6/30/2011 8:17","6/30/2011 8:34","Lynn & 19th St North (31014)","13th St & New York Ave NW (31227)","W00191","Registered"
"0h 22min. 26sec.","4/7/2011 19:36","4/7/2011 19:58","14th & D St SE (31607)","14th & D St SE (31607)","W00188","Registered"
"0h 3min. 26sec.","6/27/2011 1:13","6/27/2011 1:17","Park Rd & Holmead Pl NW (31602)","14th St & Spring Rd NW (31401)","W00440","Registered"
"0h 19min. 18sec.","5/2/2011 16:06","5/2/2011 16:25","14th & D St SE (31607)","10th St & Constitution Ave NW (31219)","W00796","Registered"
"0h 8min. 3sec.","6/1/2011 17:53","6/1/2011 18:01","17th & K St NW / Farragut Square (31233)","Massachusetts Ave & Dupont Circle NW (31200)","W00516","Casual"
"0h 17min. 12sec.","4/17/2011 13:31","4/17/2011 13:49","Kennedy Center (31211)","Georgetown Harbor / 30th St NW (31215)","W00028","Casual"
"0h 3min. 48sec.","4/30/2011 12:10","4/30/2011 12:14","Calvert St & Woodley Pl NW (31106)","Adams Mill & Columbia Rd NW (31104)","W00102","Registered"
"0h 1min. 52sec.","4/1/2011 9:00","4/1/2011 9:01","15th & P St NW (31201)","14th & R St NW (31202)","W00075","Registered"
"0h 17min. 2sec.","6/16/2011 17:04","6/16/2011 17:21","14th & D St NW / Ronald Reagan Building (31231)","Georgetown Harbor / 30th St NW (31215)","W00066","Registered"
"0h 6min. 58sec.","6/3/2011 9:57","6/3/2011 10:04","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","14th & D St SE (31607)","W00005","Casual"
"1h 1min. 28sec.","4/11/2011 11:42","4/11/2011 12:43","L'Enfant Plaza / 7th & C St SW (31218)","L'Enfant Plaza / 7th & C St SW (31218)","W00170","Casual"
"0h 21min. 33sec.","6/26/2011 15:30","6/26/2011 15:52","16th & Harvard St NW (31103)","Convention Center / 7th & M St NW (31223)","W01033","Registered"
"0h 11min. 50sec.","5/7/2011 21:10","5/7/2011 21:22","14th & Rhode Island Ave NW (31203)","14th & Harvard St NW (31105)","W00512","Registered"
"0h 9min. 34sec.","5/30/2011 16:15","5/30/2011 16:24","Lincoln Park / 13th & East Capitol St NE  (31619)","Columbus Circle / Union Station (31623)","W00542","Casual"
"0h 12min. 39sec.","5/7/2011 10:13","5/7/2011 10:26","14th & Rhode Island Ave NW (31203)","C & O Canal & Wisconsin Ave NW (31225)","W00152","Registered"
"1h 41min. 52sec.","4/10/2011 11:06","4/10/2011 12:48","15th & P St NW (31201)","Georgetown Harbor / 30th St NW (31215)","W00684","Casual"
"0h 6min. 10sec.","5/10/2011 21:07","5/10/2011 21:13","17th & Corcoran St NW (31214)","Massachusetts Ave & Dupont Circle NW (31200)","W00428","Registered"
"0h 15min. 33sec.","5/6/2011 21:08","5/6/2011 21:24","16th & Harvard St NW (31103)","Massachusetts Ave & Dupont Circle NW (31200)","W00806","Registered"
"0h 11min. 52sec.","6/30/2011 14:15","6/30/2011 14:27","New York Ave & 15th St NW (31222)","15th & P St NW (31201)","W00969","Registered"
"0h 8min. 18sec.","5/7/2011 18:43","5/7/2011 18:52","14th & D St SE (31607)","Eastern Market Metro / Pennsylvania Ave & 7th St SE (31613)","W00492","Registered"
"0h 11min. 29sec.","6/10/2011 22:03","6/10/2011 22:15","Columbus Circle / Union Station (31623)","Lincoln Park / 13th & East Capitol St NE  (31619)","W00630","Registered"
"0h 18min. 28sec.","5/20/2011 12:23","5/20/2011 12:41","John McCormack Dr & Michigan Ave NE (31502)","Massachusetts Ave & Dupont Circle NW (31200)","W00523","Registered"
"0h 10min. 56sec.","5/31/2011 18:45","5/31/2011 18:56","18th & M St NW (31221)","Adams Mill & Columbia Rd NW (31104)","W00430","Registered"
"0h 20min. 24sec.","4/3/2011 13:32","4/3/2011 13:52","Kennedy Center (31211)","Georgetown Harbor / 30th St NW (31215)","W00566","Registered"
"0h 6min. 50sec.","4/19/2011 7:55","4/19/2011 8:02","14th & R St NW (31202)","Massachusetts Ave & Dupont Circle NW (31200)","W00586","Registered"
"0h 3min. 37sec.","6/1/2011 17:40","6/1/2011 17:43","12th & Hayes St (31001)","18th & Hayes St (31004)","W00277","Registered"
"0h 10min. 3sec.","5/29/2011 13:57","5/29/2011 14:07","20th & Crystal Dr (31002)","S Glebe & Potomac Ave (31010)","W01108","Casual"
"0h 10min. 41sec.","6/3/2011 6:45","6/3/2011 6:56","11th & Kenyon St NW (31102)","McPherson Square - 14th & H St NW (31216)","W00476","Registered"
"4h 17min. 23sec.","6/18/2011 12:10","6/18/2011 16:27","Lincoln Park / 13th & East Capitol St NE  (31619)","USDA / 12th & Independence Ave SW (31217)","W00666","Casual"
"0h 30min. 21sec.","5/3/2011 8:51","5/3/2011 9:22","Florida Ave & R St NW (31503)","17th & K St NW [formerly 17th & L St NW] (31213)","W00809","Registered"
"0h 3min. 7sec.","6/9/2011 8:22","6/9/2011 8:25","18th & Bell St (31007)","26th & Crystal Dr (31012)","W00851","Registered"
"0h 20min. 19sec.","4/30/2011 14:35","4/30/2011 14:55","4th & M St SW (31108)","M St & New Jersey Ave SE (31208)","W00118","Registered"
"0h 14min. 11sec.","6/26/2011 19:04","6/26/2011 19:18","8th & H St NW (31228)","25th St & Pennsylvania Ave NW (31237)","W00909","Casual"
"0h 11min. 54sec.","6/18/2011 1:47","6/18/2011 1:59","4th & East Capitol St NE (31618)","3rd & H St NE (31616)","W00554","Registered"
"0h 13min. 22sec.","4/10/2011 18:14","4/10/2011 18:27","20th & E St NW (31204)","14th & Rhode Island Ave NW (31203)","W00184","Registered"
"0h 29min. 4sec.","4/29/2011 16:44","4/29/2011 17:13","15th & P St NW (31201)","4th & East Capitol St NE (31618)","W00063","Registered"
"0h 3min. 54sec.","4/4/2011 9:41","4/4/2011 9:44","Georgia Ave and Fairmont St NW (31207)","7th & T St NW (31109)","W00621","Registered"
"0h 5min. 25sec.","6/7/2011 17:58","6/7/2011 18:04","17th & Corcoran St NW (31214)","17th & K St NW / Farragut Square (31233)","W00944","Registered"
"0h 42min. 24sec.","5/23/2011 18:02","5/23/2011 18:45","L'Enfant Plaza / 7th & C St SW (31218)","C & O Canal & Wisconsin Ave NW (31225)","W00386","Casual"
"0h 7min. 30sec.","5/3/2011 18:27","5/3/2011 18:34","21st & I St NW (31205)","C & O Canal & Wisconsin Ave NW (31225)","W00098","Registered"
"0h 8min. 2sec.","4/9/2011 10:44","4/9/2011 10:52","15th & P St NW (31201)","McPherson Square - 14th & H St NW (31216)","W00089","Registered"
"0h 8min. 54sec.","5/5/2011 18:57","5/5/2011 19:05","Columbus Circle / Union Station (31623)","13th & D St NE (31622)","W00106","Registered"
"0h 19min. 50sec.","5/19/2011 18:07","5/19/2011 18:27","Harvard St & Adams Mill Rd NW (31112)","10th & U St NW (31111)","W00923","Registered"
"0h 59min. 6sec.","6/11/2011 13:16","6/11/2011 14:15","Eastern Market / 7th & North Carolina Ave SE (31610)","New York Ave & 15th St NW (31222)","W00800","Casual"
